"time","value"
0,0
1,0.0428513121913442
2,0.0856676460992473
3,0.128414051992026
4,0.17105563721821
5,0.213557594688395
6,0.25588523128727
7,0.298003996192592
8,0.339879509078025
9,0.381477588176803
10,0.422764278183315
11,0.463705877969834
12,0.504268968095773
13,0.544420438087003
14,0.584127513462976
15,0.623357782489578
16,0.662079222635893
17,0.700260226713262
18,0.737869628675317
19,0.774876729057921
20,0.811251320038247
21,0.846963710092553
22,0.881984748232507
23,0.916285847800295
24,0.949839009803082
25,0.982616845767778
26,1.01459260009745
27,1.04574017191115
28,1.07603413634928
29,1.10544976532723
30,1.1339630477201
31,1.16155070896238
32,1.18819023004625
33,1.21385986590319
34,1.23853866315389
35,1.26220647721184
36,1.28484398872681
37,1.30643271935463
38,1.32695504684057
39,1.34639421940386
40,1.36473436941169
41,1.38196052633145
42,1.39805862895084
43,1.41301553685552
44,1.42681904115534
45,1.43945787445003
46,1.45092172002651
47,1.46120122028008
48,1.47028798435281
49,1.47817459498269
50,1.48485461455819
51,1.49032259037304
52,1.49457405907716
53,1.49760555031995
54,1.49941458958301
55,1.49999970020005
56,1.49936040456226
57,1.49749722450811
58,1.49441168089746
59,1.49010629237007
60,1.48458457328973
61,1.47785103087561
62,1.4699111615231
63,1.46077144631729
64,1.45043934574266
65,1.43892329359326
66,1.4262326900885
67,1.41237789419999
68,1.39737021519582
69,1.38122190340913
70,1.36394614023852
71,1.34555702738848
72,1.32606957535853
73,1.30549969119063
74,1.28386416548467
75,1.26118065869288
76,1.237467686704
77,1.21274460572939
78,1.18703159650307
79,1.16034964780879
80,1.13272053934749
81,1.10416682395914
82,1.07471180921356
83,1.04437953838508
84,1.01319477082673
85,0.981182961759894
86,0.948370241495969
87,0.914783394106928
88,0.880449835562265
89,0.845397591350136
90,0.809655273600966
91,0.773252057732196
92,0.736217658633237
93,0.698582306410064
94,0.66037672170926
95,0.621632090641643
96,0.582380039325949
97,0.542652608073346
98,0.502482225233858
99,0.461901680726042
100,0.420944099271535
