"time","value"
0,0
1,0.602059991327962
2,0.954242509439325
3,1.20411998265592
4,1.39794000867204
5,1.55630250076729
6,1.69019608002851
7,1.80617997398389
8,1.90848501887865
9,2
10,2.08278537031645
11,2.15836249209525
12,2.22788670461367
13,2.29225607135648
14,2.35218251811136
15,2.40823996531185
16,2.46089784275655
17,2.51054501020661
18,2.55750720190566
19,2.60205999132796
20,2.64443858946784
21,2.68484536164441
22,2.72345567203519
23,2.76042248342321
24,2.79588001734408
25,2.82994669594164
26,2.86272752831797
27,2.89431606268444
28,2.92479599579791
29,2.95424250943932
30,2.98272338766855
31,3.01029995663981
32,3.03702787975578
33,3.06295783408451
34,3.08813608870055
35,3.11260500153457
36,3.13640344813399
37,3.15956719323362
38,3.182129214053
39,3.20411998265592
40,3.22556771343947
41,3.2464985807958
42,3.26693691115917
43,3.28690535297237
44,3.30642502755069
45,3.32551566336315
46,3.34419571587144
47,3.36248247475117
48,3.38039216005703
49,3.39794000867204
50,3.41514035219587
51,3.4320066872696
52,3.44855173920158
53,3.46478751964594
54,3.48072537898849
55,3.4963760540124
56,3.51174971134498
57,3.52685598712587
58,3.54170402328429
59,3.55630250076729
60,3.57065967002153
61,3.58478337899651
62,3.59868109890716
63,3.61235994796777
64,3.62582671328571
65,3.63908787108374
66,3.65214960540165
67,3.66501782541247
68,3.67769818147451
69,3.69019608002851
70,3.70251669743815
71,3.71466499286254
72,3.72664572024091
73,3.73846343946195
74,3.7501225267834
75,3.76162718456158
76,3.77298145034496
77,3.78418920538096
78,3.79525418258088
79,3.80617997398389
80,3.8169700377573
81,3.82762770476743
82,3.83815618475215
83,3.84855857212376
84,3.85883785142859
85,3.86899690248714
86,3.87903850523724
87,3.88896534430034
88,3.89878001328983
89,3.90848501887865
90,3.91808278464219
91,3.92757565469111
92,3.93696589710787
93,3.9462557071994
94,3.9554472105777
95,3.96454246607914
96,3.97354346853249
97,3.98245215138499
98,3.9912703891951
99,4
100,4.00864274756529
